Time,Amplitude,Frequency
1003690000,29.22925777,72.92292578
1003697500,29.15627589,72.91562759
1003705000,29.08347624,72.90834762
1003712500,29.01085836,72.90108584
1003720000,28.93842179,72.89384218
1003727500,28.8661661,72.88661661
1003735000,28.79409081,72.87940908
1003742500,28.72219549,72.87221955
1003750000,28.65047969,72.86504797
1003757500,28.57894294,72.85789429
1003765000,28.50758482,72.85075848
1003772500,28.43640487,72.84364049
1003780000,28.36540265,72.83654026
1003787500,28.29457771,72.82945777
1003795000,28.22392961,72.82239296
1003802500,28.15345792,72.81534579
1003810000,28.08316218,72.80831622
1003817500,28.01304196,72.8013042
1003825000,27.94309682,72.79430968
1003832500,27.87332633,72.78733263
1003840000,27.80373005,72.780373
1003847500,27.73430753,72.77343075
1003855000,27.66505836,72.76650584
1003862500,27.5959821,72.75959821
1003870000,27.52707831,72.75270783
1003877500,27.45834656,72.74583466
1003885000,27.38978643,72.73897864
1003892500,27.32139749,72.73213975
1003900000,27.2531793,72.72531793
1003907500,27.18513145,72.71851315
1003915000,27.1172535,72.71172535
1003922500,27.04954504,72.7049545
1003930000,26.98200564,72.69820056
1003937500,26.91463487,72.69146349
1003945000,26.84743232,72.68474323
1003952500,26.78039757,72.67803976
1003960000,26.7135302,72.67135302
1003967500,26.64682978,72.66468298
1003975000,26.58029591,72.65802959
1003982500,26.51392816,72.65139282
1003990000,26.44772613,72.64477261
1003997500,26.38168939,72.63816894
1004005000,26.31581755,72.63158175
1004012500,26.25011017,72.62501102
1004020000,26.18456686,72.61845669
1004027500,26.1191872,72.61191872
1004035000,26.05397079,72.60539708
1004042500,25.98891721,72.59889172
1004050000,25.92402606,72.59240261
1004057500,25.85929694,72.58592969
1004065000,25.79472945,72.57947294
1004072500,25.73032316,72.57303232
1004080000,25.6660777,72.56660777
1004087500,25.60199264,72.56019926
1004095000,25.5380676,72.55380676
1004102500,25.47430217,72.54743022
1004110000,25.41069596,72.5410696
1004117500,25.34724856,72.53472486
1004125000,25.28395958,72.52839596
1004132500,25.22082863,72.52208286
1004140000,25.15785531,72.51578553
1004147500,25.09503922,72.50950392
1004155000,25.03237998,72.503238
1004162500,24.96987719,72.49698772
1004170000,24.90753046,72.49075305
1004177500,24.84533941,72.48453394
1004185000,24.78330364,72.47833036
1004192500,24.72142276,72.47214228
1004200000,24.65969639,72.46596964
1004207500,24.59812415,72.45981242
1004215000,24.53670565,72.45367056
1004222500,24.47544049,72.44754405
1004230000,24.41432832,72.44143283
1004237500,24.35336873,72.43533687
1004245000,24.29256134,72.42925613
1004252500,24.23190579,72.42319058
1004260000,24.17140169,72.41714017
1004267500,24.11104866,72.41110487
1004275000,24.05084632,72.40508463
1004282500,23.9907943,72.39907943
1004290000,23.93089222,72.39308922
1004297500,23.87113972,72.38711397
1004305000,23.8115364,72.38115364
1004312500,23.75208191,72.37520819
1004320000,23.69277587,72.36927759
1004327500,23.63361791,72.36336179
1004335000,23.57460766,72.35746077
1004342500,23.51574475,72.35157447
1004350000,23.45702881,72.34570288
1004357500,23.39845948,72.33984595
1004365000,23.34003639,72.33400364
1004372500,23.28175918,72.32817592
1004380000,23.22362747,72.32236275
1004387500,23.16564092,72.31656409
1004395000,23.10779915,72.31077991
1004402500,23.0501018,72.30501018
1004410000,22.99254852,72.29925485
1004417500,22.93513894,72.29351389
1004425000,22.8778727,72.28778727
1004432500,22.82074946,72.28207495
1004440000,22.76376884,72.27637688
1004447500,22.70693049,72.27069305
